ProductID,Description,Categorie,Prix,Nombre_Avis,Base_Feature,Feature_Square,Feature_Sqrt,Feature_Log,Feature_Exp,Feature_Cat_Mult,Note
31,Who effect crime letter kind.,Snacks,61.15,154,99.78243336513752,9956.53400826811,9.98911574490643,4.602992149438968,2.712374183021809,299.34730009541255,2.9892282497020197
32,Interesting activity somebody sure.,Snacks,17.88,405,89.82478997945806,8068.492894853749,9.477594102907027,4.497860994888951,2.4552974131493124,269.4743699383742,2.6711274489971553
33,Lead region movement according.,Boissons,7.44,840,82.93929270540627,6878.926274473059,9.107101224067199,4.418108926995598,2.291926951002105,165.87858541081255,1.6201353408108365
34,Window by class most reveal under mean.,Boissons,94.94,149,43.687539406569215,1908.601099400538,6.609655014187141,3.77706292200379,1.5478631921000523,87.37507881313843,0.7867022454031221
35,Arm care side look.,Snacks,96.6,889,30.818276403606415,949.766160489084,5.551421115678977,3.428107903720941,1.360949698868688,92.45482921081924,0.8301182976682183
36,Deal increase under dog sit care wind.,Fruits,81.03,267,76.1365468449641,5796.773765475413,8.725625871246377,4.332528397219872,2.1411979635325245,76.1365468449641,0.7092962734357129
37,Heavy television message husband TV.,Fruits,31.16,422,37.411782965971156,1399.6415046929296,6.116517225183884,3.6219857073679216,1.4537084303353958,37.411782965971156,0.2811758097888395
38,Sit decade your yet.,Produits laitiers,10.67,840,25.84357139394736,667.8901823940544,5.083657285257078,3.2520618812040927,1.2949029029706964,103.37428557578944,0.9378062179718406
39,Concern strategy level save radio.,Fruits,68.74,618,80.78732983932322,6526.592662567604,8.98817722562941,4.391820144311978,2.2431324370338177,80.78732983932322,0.7629026761514943
40,Sound long heavy usually many.,Snacks,44.58,472,38.128928701305,1453.8152039092001,6.174862646351334,3.6409732775215873,1.4641711098365684,114.386786103915,1.0540274988932845
41,Exist reality dark modern.,Snacks,13.08,893,92.29975565386046,8519.244893762345,9.6072761828658,4.525041494201515,2.5168234144447763,276.89926696158136,2.7499934277991533
42,Tell debate book affect Republican fly.,Viandes,50.02,547,85.65693803372127,7337.111033312766,9.255103350785516,4.450350225969552,2.35506747847282,428.2846901686064,4.257697300312299
43,Control of skill hear stay.,Snacks,4.4,631,86.28762965583296,7445.555031622183,9.289113502150405,4.4576862466311935,2.3699676293658256,258.86288896749886,2.5586414205381427
44,Car point despite include pass.,Fruits,91.02,526,79.44127534502435,6310.9162284439735,8.912983526576516,4.3750180738002,2.2131409557287407,79.44127534502435,0.7473399043252162
45,Yet great natural must north focus.,Produits laitiers,26.62,503,89.2793281397263,7970.798433080925,9.448773896105584,4.491769973288,2.441941162449595,357.1173125589052,3.549655538500724
46,Camera care air space.,Viandes,66.59,14,82.51722029603081,6809.09164538368,9.08389895892897,4.413007002420359,2.2822737457873914,412.58610148015407,4.095104778376279
47,Event arrive fact central.,Fruits,31.86,778,64.22602272172557,4124.981994651609,8.014113969848792,4.162408466913156,1.9007722048638764,64.22602272172557,0.5741338611815446
48,Inside buy open executive fight.,Produits laitiers,52.49,652,36.62404467236769,1341.320648163584,6.051780289498924,3.600704982966121,1.4423019977546943,146.49617868947075,1.3753468750000217
49,It test paper.,Fruits,55.12,806,89.93882738927341,8088.9926721575175,9.483608352798708,4.499129743557697,2.458098967829119,89.93882738927341,0.8697388863700449
50,Old stage mention market.,Viandes,19.3,364,85.65432604958727,7336.663571009004,9.254962239230762,4.450319731954482,2.355005965287298,428.27163024793634,4.257561949149926
51,Cultural star media likely.,Snacks,96.99,119,52.55913899894906,2762.463092310848,7.24976820311857,3.9619389927436464,1.6914588644902817,157.67741699684717,1.4995488982670588
52,Understand eat son look me.,Viandes,77.74,238,13.517081740175968,182.71149877059858,3.676558409732663,2.603954199696247,1.1447323078499683,67.58540870087984,0.5767053497872573
53,Career whether fall.,Snacks,94.01,546,67.46893546617221,4552.057252938511,8.213947617691034,4.211667276630946,1.9634229530369338,202.40680639851664,1.9646936402061315
54,Statement artist marriage fly.,Viandes,89.59,169,14.553716830892355,211.81067359379944,3.814933397962847,2.6778464132901267,1.1566607249063883,72.76858415446178,0.6287219159534918
55,Meeting appear evidence what.,Boissons,60.19,522,93.36519656635664,8717.059929874415,9.662566769050377,4.536518648022618,2.5437820398899214,186.7303931327133,1.8470921322322682
56,Spend east history system quickly.,Fruits,92.27,634,96.54681309627763,9321.287119047565,9.82582378715788,4.570028000523204,2.6260166884988116,96.54681309627763,0.9479949450915178
57,Product way first social entire for.,Fruits,9.76,913,27.05411313096438,731.9250373030194,5.201356854798984,3.297839050330632,1.3106735053405814,27.05411313096438,0.17235958394583403
58,Magazine however get foot seat.,Boissons,20.4,657,70.8750440249419,5023.271865537453,8.418731734943329,4.2609183832109245,2.03145125231225,141.7500880498838,1.3604211109019146
59,Main radio her available work fine.,Snacks,5.48,963,18.30421041064865,335.04411875729846,4.278342016558359,2.9071311104683275,1.2008649683629296,54.91263123194595,0.4498194146396475
60,Part whose happy least individual.,Fruits,33.21,958,75.65652357158099,5723.90955893719,8.698075854554327,4.326203670113038,2.130944344545963,75.65652357158099,0.7037898096405464
61,Media most family black.,Boissons,39.48,735,41.25588995374071,1702.0484558751639,6.4230748052424795,3.719793889344982,1.510678517953213,82.51177990748143,0.7361831836868815
62,Morning fall moment challenge side.,Fruits,27.86,883,71.29451005574008,5082.907164088023,8.443607644587713,4.266819326640059,2.0399903971332045,71.29451005574008,0.6539791881453133
63,Wife town over can offer rate.,Produits laitiers,83.05,769,43.558885828196004,1897.3765345938148,6.599915592505408,3.774113719872535,1.5458730911576286,174.23554331278402,1.6582273618669718
64,Four person ask early bill.,Snacks,36.32,780,23.101075884991218,533.6597070441228,4.806357860687364,3.1398791915510063,1.2598727941586156,69.30322765497365,0.5951315770511437
65,Sense evening police ok.,Produits laitiers,28.81,871,46.54989824523021,2166.8930266412867,6.822748584348555,3.840524817796524,1.5928087742567634,186.19959298092084,1.7805684835825715
66,Large blue other over strategy.,Snacks,54.73,516,20.140617397131102,405.64446913762,4.487829920700104,3.0027385420902206,1.2231214710486416,60.421852191393306,0.5053790418421038
67,Task a foot ground five red.,Boissons,14.95,938,61.91949474792512,3834.0238298383265,7.8688941248389614,4.1258350694924495,1.857432109373261,123.83898949585024,1.1696573495055722
68,Many add home lose suddenly return.,Snacks,80.42,397,13.68563789345318,187.29668455072158,3.6994104791781597,2.6163469540079296,1.1466634516670506,41.05691368035954,0.3104982763054266
69,Record bit research.,Snacks,8.38,866,57.45877116398737,3301.5103836754665,7.5801564076203185,4.051067667384197,1.7763979877024383,172.37631349196212,1.6518695877438019
70,May such she short physical white.,Boissons,98.7,106,89.77317823859867,8059.223531059207,9.474870882423605,4.497286247381591,2.454030518372458,179.54635647719735,1.7686366784408778
71,Season quickly standard out.,Snacks,77.45,85,85.40859431074264,7294.627982137021,9.24167702912965,4.44744673168824,2.349226072602747,256.22578293222796,2.530728537157256
72,Many whatever movement grow.,Fruits,20.67,214,89.45035296638471,8001.365645810811,9.45781967296822,4.4936837559098795,2.4461210614034123,89.45035296638471,0.8639910854144907
73,Do country try all.,Viandes,1.55,121,92.98439219143965,8646.097191211464,9.642841499860902,4.532431653170415,2.534113627146651,464.9219609571983,4.63797505480778
74,Interesting wear far probably.,Boissons,81.73,132,19.40750990881248,376.65144086065453,4.4053955451029,2.965660099863714,1.2141874639037389,38.81501981762496,0.2884397965785486
75,Growth hope rather beyond until.,Viandes,70.98,850,21.587248258814178,466.0092873876757,4.646207943991979,3.0721027819717586,1.2409441269276122,107.9362412940709,0.9824520012666279
76,Son as positive hospital.,Boissons,73.17,197,60.130612568181576,3615.6905678247563,7.754393114111611,4.096519072396585,1.8245002714627236,120.26122513636315,1.1317602892548397
77,North but former know main close high.,Boissons,77.36,19,90.45754015819863,8182.566571472117,9.510916893664808,4.504880571088756,2.4708825674666306,180.91508031639725,1.783562982587397
78,Together expect should page.,Produits laitiers,8.33,642,97.69145108716276,9543.619615515514,9.883898577340965,4.581814053553536,2.656247761263075,390.76580434865105,3.9025604760779697
79,Plant human character agree scene.,Produits laitiers,36.49,12,14.163572560599995,200.6067876793811,3.7634522131415453,2.6506733559208135,1.1521568708385959,56.65429024239998,0.46701407222707647
80,Camera write customer yourself.,Snacks,12.47,81,42.01966757805941,1765.6524633706174,6.482257907400739,3.738137784344615,1.5222609180333226,126.05900273417824,1.1736918680893864
81,Least news response.,Viandes,86.45,330,29.16048291939941,850.3337640925847,5.400044714574076,3.3728144680252528,1.3385739477638579,145.80241459699704,1.3647513790781252
82,All run similar especially.,Boissons,62.71,866,78.03692640381233,6089.761882554022,8.83385116491173,4.357182130097352,2.182277953502661,156.07385280762466,1.5142222525362483
83,Reveal next owner personal eat.,Snacks,33.76,774,67.61744816833288,4572.119296797184,8.222982923996188,4.213866058743529,1.9663410518566893,202.85234450499865,1.9693511050234533
84,Leg market local individual seek try.,Fruits,7.29,392,20.789922833546086,432.2208914248009,4.559596784096822,3.034468390152888,1.2310891043996006,20.789922833546086,0.10780320112363757
85,Computer adult somebody process season.,Boissons,31.79,637,53.51698606284744,2864.0677972510066,7.3155304703655935,3.9799991000124337,1.7077382951193119,107.03397212569487,0.9922579715879163
86,Share alone word.,Fruits,33.19,307,71.68964701341622,5139.405488908217,8.466973899417443,4.272346344061561,2.048067099634918,71.68964701341622,0.6584744600178976
87,System realize response why animal.,Snacks,73.23,267,80.11048545316339,6417.689879541504,8.950446103584078,4.383406750040938,2.2280011863358924,240.33145635949018,2.3628427830031264
88,Soon national lead factor other.,Produits laitiers,64.12,447,11.804743880560768,139.3519780856369,3.4358032365897744,2.468501474458049,1.12529749287017,47.21897552224307,0.372398401568532
89,Able spend office read must.,Snacks,88.83,441,90.14226165855008,8125.627336918508,9.49432786765604,4.501389107457504,2.4631046734363684,270.42678497565026,2.6812365189931295
90,Executive game water rate.,Fruits,47.75,895,61.2353244655472,3749.7649624008436,7.825300279576957,4.1147242201535414,1.84476748406833,61.2353244655472,0.5406766111704371
91,By sea however above member.,Boissons,12.84,652,83.07182034639142,6900.927335663131,9.114374380416432,4.419705539013936,2.29496640133442,166.14364069278284,1.6230056822343795
92,Learn science else different.,Viandes,71.61,841,82.71442270128551,6841.675722806936,9.094746983907003,4.415393984663113,2.2867788851701976,413.57211350642757,4.1053108328235375
93,Still age cut word like sort public.,Snacks,76.32,2,27.086739424387222,733.691452644653,5.20449223502036,3.2990442879961783,1.3111011992907968,81.26021827316167,0.7163133412284598
94,Certainly officer work low doctor.,Boissons,56.57,520,19.91549082282698,396.6267747141056,4.462677539642202,2.9914978622162685,1.2203709967672172,39.83098164565396,0.29871702251886423
95,Miss cost reveal their man room.,Produits laitiers,77.33,762,74.9158542076444,5612.3852116610315,8.65539451484705,4.316365539788032,2.115219399436808,299.6634168305776,2.950579042500817
96,Them eye range majority.,Produits laitiers,49.89,651,24.07842269394572,579.7704394283202,4.90697694043346,3.181316115552104,1.2722464891707308,96.31369077578287,0.8664307281191471
97,Study hotel gun.,Produits laitiers,52.75,636,86.49437422642514,7481.276772820877,9.300235170490321,4.460079373977985,2.3748724772706225,345.97749690570055,3.4331544815659973
98,Building others central war.,Boissons,43.33,309,75.35705354758946,5678.685519374265,8.680844057324695,4.322237531143735,2.1245723508737187,150.71410709517892,1.4565429690863574
99,Weight reveal state instead knowledge.,Snacks,3.52,740,85.76428279287363,7355.512202976,9.26090075494137,4.451602635358142,2.357596877331135,257.2928483786209,2.5420210756335755
100,Rise modern story bad Democrat.,Boissons,11.68,522,36.91114116484115,1362.4323420908306,6.075453988373309,3.6085134340616993,1.446448745937138,73.8222823296823,0.646251218796879
101,Center management civil work despite.,Boissons,4.11,469,38.49382543695121,1481.7745967704723,6.204339242574604,3.650497850170763,1.4695235819797043,76.98765087390242,0.6789614832090679
102,Site leg phone power law.,Viandes,64.0,212,70.40994007116859,4957.559660825553,8.391063107328451,4.254334447389771,2.022024830541768,352.04970035584296,3.470100526886446
103,Number top also Republican certain.,Viandes,32.12,112,12.830135955305279,164.6123886316173,3.5819179157687686,2.551796775243675,1.1368955654166553,64.15067977652639,0.5422535742708632
104,Throughout cause third place field.,Snacks,51.35,8,75.38470717036805,5682.854075162139,8.682436706960095,4.322604431768446,2.1251599533402277,226.15412151110414,2.2136008151375233
105,Beat increase gas analysis.,Viandes,90.85,804,85.2204763769141,7262.529593908175,9.231493724035895,4.445241738022278,2.3448109112112423,426.10238188457055,4.235082193417518
106,Sense church fund attack join.,Produits laitiers,25.68,477,47.364722794369364,2243.416965387453,6.882203338638678,3.8578777067688192,1.6058403914767965,189.45889117747745,1.8139317438302873
107,Well television public wish than.,Viandes,41.63,874,78.83909470796218,6215.60285437103,8.879138173717209,4.367408999569712,2.1998538956254627,394.1954735398109,3.9048990405758275
108,Ball help radio later seat dinner must.,Produits laitiers,75.8,460,25.714982528403574,661.2603264361011,5.070994234704234,3.2470737997945496,1.2932388721263564,102.8599301136143,0.9326040086446786
109,Yard drug drop between garden.,Snacks,23.65,253,39.00343544375362,1521.267976415056,6.245273047974253,3.663649730551475,1.4770315355986647,117.01030633126085,1.0808940947691177
110,Grow activity really same task let let.,Boissons,8.62,526,97.68744667994297,9542.8372388467,9.883696003011371,4.581773062358826,2.6561413964156024,195.37489335988593,1.9418623339856773
111,Technology determine also wait.,Boissons,29.69,752,98.76953562041136,9755.42116667171,9.938286352304976,4.5927892132830985,2.6850392771204987,197.53907124082272,1.9656507762043682
112,Send threat cut.,Viandes,16.96,438,56.13445477194292,3151.0770125433055,7.492293024965249,4.027749791063055,1.7530279461636769,280.6722738597146,2.737232755343529
113,Person eye office couple.,Produits laitiers,93.04,754,94.08428123174892,8851.851974894822,9.699705213652058,4.544190989404785,2.562139911675802,376.33712492699567,3.751047581898527
114,If her than test environment.,Fruits,81.0,981,57.04576102511691,3254.2188509347475,7.552864425177835,4.043853770744986,1.7690764137353951,57.04576102511691,0.49413458995717785
115,Avoid player study only dream.,Fruits,63.71,854,36.24293153450416,1313.550086214756,6.020210256669127,3.590244370135633,1.43681565657772,36.24293153450416,0.2687709569692302
116,Data just standard keep treat yes.,Fruits,87.27,661,34.020935928889465,1157.4240814776022,5.832746859661361,3.5269760977265476,1.4052417601845852,34.020935928889465,0.24527594177820672
117,Evening if economic certainly enough.,Boissons,80.56,236,93.65551348313339,8771.35520578938,9.677577872749637,4.53962330044206,2.5511777998542717,187.31102696626678,1.853445159864362
118,Produce find understand audience.,Boissons,19.47,306,25.520175007647317,651.2793324209467,5.051749697644106,3.2394693161195063,1.290721997868243,51.040350015294635,0.4125486689048847
119,Center the senior choose find.,Produits laitiers,89.36,478,62.16692123816364,3864.726096232041,7.884600258615755,4.129823045391242,1.8620335787295996,248.66768495265455,2.422558163867918
120,Late memory song peace yard yes study.,Viandes,54.39,679,59.99725612564477,3599.6707426062185,7.745789574061819,4.0942988299371414,1.8220688044259397,299.9862806282238,2.9351025903598207
121,Sure memory hair small wide audience.,Fruits,80.94,20,76.56595161876955,5862.344947287759,8.750197233135351,4.338152482090469,2.1504121387003514,76.56595161876955,0.7142262748246548
122,Bar push knowledge.,Produits laitiers,89.71,216,54.931861677229726,3017.5094273263,7.4116031786132295,4.006093538592152,1.7320724106003282,219.7274467089189,2.1244720032855717
123,Assume deep hold such western across.,Produits laitiers,32.48,855,34.505709463732074,1190.6439855954893,5.874156063957789,3.541124802047452,1.4120705390214676,138.0228378549283,1.289156166497158
124,Party design board manager before.,Viandes,11.9,135,25.24568496684207,637.3446094450356,5.024508430368296,3.228655248715304,1.2871839525420854,126.22842483421036,1.1669545357203286
125,Watch garden until window each him.,Produits laitiers,23.57,905,65.87369231553026,4339.343339281151,8.116260981235772,4.18773915566685,1.9323500857037297,263.49476926212105,2.575718928818056
126,Evening more majority answer one.,Viandes,43.28,129,74.70916811679098,5581.459800702937,8.64344654155916,4.313602817094917,2.11085205005374,373.5458405839549,3.691675412928982
127,Attack here big.,Snacks,81.98,410,61.256915081382935,3752.40964528776,7.826679697124633,4.115076742340076,1.8451658237293231,183.7707452441488,1.7703078282680447
128,Together before expect owner.,Viandes,86.21,422,76.45161494090753,5844.849427072796,8.743661415042759,4.336658056297251,2.1479548339686176,382.25807470453765,3.7815913781120587
129,Especially if create learn line.,Fruits,1.69,294,22.73690822049641,516.9669954272772,4.768323418193906,3.123989516919349,1.255293088792822,22.73690822049641,0.12776256681295642
130,Enter people six recognize suffer wide.,Fruits,51.56,246,89.42231754488219,7996.350875097745,9.45633742761341,4.4933702879927075,2.4454353771751087,89.42231754488219,0.8636613518286272
131,Exactly prove skill movie ten.,Viandes,42.32,701,62.41559575676528,3895.706593671936,7.900354153882298,4.133815176147026,1.866669743859233,312.0779787838264,3.059146078706994
132,Economy item specific.,Snacks,22.99,556,21.415953420333743,458.64306090190456,4.6277373975122815,3.064136131221931,1.2388202732349516,64.24786026100122,0.5440159230177846
133,Series week task name final half.,Snacks,12.87,86,51.573268378516154,2659.8020112424542,7.181453082664827,3.9430034835709087,1.6748651989256893,154.71980513554846,1.4689636356721674
134,Rise other understand open night.,Fruits,34.42,556,86.03125640793203,7401.377079127346,9.275303574974354,4.45471067682665,2.3638994483003697,86.03125640793203,0.8239019539355826
135,Air doctor training southern ago.,Snacks,94.35,842,90.78059741078441,8241.116866258917,9.52788525386323,4.508445577870121,2.478877840504796,272.3417922323532,2.7015692010278842
136,Thing stand development.,Produits laitiers,33.0,375,33.81845544988853,1143.6879290160953,5.815363741838384,3.5210066727021867,1.4023992986234697,135.27382179955413,1.2612154906176922
137,Wish today without which shoulder.,Boissons,52.36,446,74.01392422394078,5478.060979027247,8.603134558051547,4.30425324069171,2.0962273775684195,148.02784844788155,1.4276926576955833
138,World memory mouth outside.,Produits laitiers,70.6,378,18.998672273539903,360.94954815737384,4.358746640209763,2.9443690963846905,1.209233542236961,75.99468909415961,0.6614655737336573
139,Must thing there explain upon.,Fruits,37.0,390,13.019128427094202,169.49770500117236,3.608202935963303,2.5664196934563743,1.1390462441176614,13.019128427094202,0.029157938765534318
140,Discuss rather news believe.,Snacks,97.21,657,60.43590584379485,3652.498715160036,7.774053372841921,4.101583395927391,1.8300788592989263,181.30771753138455,1.744679534669588
141,Chair look left.,Viandes,96.28,51,72.53448213953132,5261.251099249988,8.516717803211007,4.284062064508998,2.06544318618955,362.6724106976566,3.579546072654335
142,Culture they play child fall.,Boissons,25.93,242,81.62080580588518,6661.95594040202,9.034423379822599,4.40208420258128,2.2619065369164,163.24161161177037,1.5915994679702314
143,Ground peace assume thus.,Viandes,50.23,294,40.61946146098012,1649.940649380049,6.373339898434738,3.704247298087495,1.5010946589843321,203.0973073049006,1.9457961416864924
144,Join ready left dinner product.,Fruits,30.79,920,10.58728693859983,112.09064472024656,3.253811140585733,2.359653935912623,1.1116805388930693,10.58728693859983,0.004913501325469239
145,Night also leader. Exist to friend.,Snacks,29.2,563,53.15673134002184,2825.6380867552602,7.290866295579822,3.973244744746612,1.7015971557717289,159.47019402006552,1.5180987751055774
146,Personal table choice kid stand grow.,Viandes,4.65,266,11.426819083621028,130.57219436980571,3.3803578336651032,2.435963143679134,1.1210527406431041,57.13409541810514,0.4719205231586842
147,Hot someone always instead.,Viandes,61.35,120,18.278605960371994,334.10743585454657,4.275348636119865,2.9057313027445106,1.2005575328494813,91.39302980185997,0.8158863084622979
148,Attorney care model ahead.,Boissons,50.77,712,39.40201202785735,1552.5185518434155,6.27710219988948,3.673816881696916,1.4829303853470492,78.8040240557147,0.6977572943639098
149,Most still really head specific fill.,Boissons,6.1,917,49.345484460415946,2434.976836633152,7.024634115768304,3.8988462613975603,1.6379653716918723,98.69096892083189,0.9047611830194338
150,Choose thank method control pressure.,Snacks,28.59,248,35.15224971066837,1235.6806597211846,5.928933269203522,3.55968861935702,1.4212297203626516,105.45674913200511,0.9627090660850225
151,Become truth open image since.,Boissons,90.92,70,62.36787398542371,3889.751705461691,7.897333346479918,4.133050302822591,1.8657791485132054,124.73574797084741,1.179167059308262
152,Shake store pressure wide room his.,Viandes,24.72,853,14.981481029628567,224.44477384112062,3.8705918190411874,2.7068148403334535,1.1616191029105616,74.90740514814283,0.6501956891093544
153,Remain ability person sure name assume.,Viandes,15.34,57,23.012173921562624,529.5601485962469,4.797100574468147,3.1360233768363237,1.258753240234353,115.06086960781312,1.0542739092942162
154,Detail occur easy as since speech let.,Fruits,49.46,382,72.57325606798902,5266.877496309905,8.518993841293057,4.284596480245325,2.0662441949341415,72.57325606798902,0.6685389976644743
155,Power down special body customer.,Viandes,98.58,39,22.792676823812595,519.5061167947638,4.774167657698313,3.126439292429173,1.2559933434589408,113.96338411906298,1.0432070243658522
156,Grow Congress sell.,Snacks,24.96,984,67.57976814133802,4567.025062037005,8.220691463699268,4.213308650403342,1.965600273589029,202.73930442401405,1.9681693872495762
157,Ability voice discussion suffer ask.,Produits laitiers,67.54,801,14.921615867802899,222.65462010626726,3.862850743661072,2.702810891042924,1.1609239058659864,59.686463471211596,0.4974560923208579
158,Fly generation chance begin.,Fruits,76.4,443,46.664405120722634,2177.566705270925,6.831134980420357,3.8429816710680877,1.5946336944468786,46.664405120722634,0.3804652301050341
159,Win four with. And ok both story.,Fruits,24.53,18,25.96685231090641,674.2774189364256,5.095768078602715,3.25682081351191,1.2965002555563583,25.96685231090641,0.1610848128084954
160,Out benefit share test senior price.,Snacks,73.09,952,19.867265428166778,394.7082355932309,4.457271074117747,2.9890734239507073,1.2197826099250493,59.60179628450034,0.49710324239556664
161,Police small whose adult form.,Snacks,37.41,732,61.03295051511048,3725.0210485799244,7.812358831691647,4.111413890711589,1.8410379303299378,183.09885154533143,1.7633151870121289
162,Garden foreign factor involve method.,Boissons,63.6,825,93.55021948050596,8751.643564850836,9.672136241829204,4.538498398847822,2.5484929763617736,187.10043896101192,1.8511407949779028
163,Know standard low debate success.,Fruits,63.72,756,14.930834313119394,222.92981328582349,3.864043777329573,2.7034284916454636,1.1610309299343167,14.930834313119394,0.048346758773841286
164,Under sound reveal because.,Boissons,54.04,352,47.93988233962308,2298.232318736905,6.923863252521896,3.869947774677467,1.6151031480492304,95.87976467924616,0.875365385499372
165,Performance his computer detail.,Viandes,9.94,972,73.67818939708994,5428.475592833456,8.58360002546076,4.299706817772822,2.089201413116331,368.39094698544966,3.638504266606692
166,Bad during culture worker mouth.,Fruits,83.69,816,51.64190485190443,2666.88633673315,7.186230225361864,3.944333452438028,1.6760151619341213,51.64190485190443,0.43466953607334247
167,Chair never yeah notice.,Fruits,32.76,298,82.58463514947206,6820.221962771417,9.087608879648819,4.413823648084407,2.2838128560244066,82.58463514947206,0.7837432553495535
168,Already fight second.,Produits laitiers,19.47,283,26.168078427771853,684.7683286020186,5.11547440886687,3.2645402873185625,1.2991117793284896,104.67231371108741,0.9509363214164606
